Reagan Moises Feickert, 6 May 1947, Trout
Gayle Akiko Taillon, 1 Dec 1931, Twin Lake
Romaine Mohammed Walson, 20 Feb 2009, Posen
Charlyn Percy Agnello, 21 Jan 1933, Nilwood
Malorie Reginia Aydelott, 13 Dec 1992, Huber
Brinda Marg Barmore, 15 Apr 1978, Chester
Alfonzo Dominic Stemm, 8 Jun 1955, Jasper
Cherlyn Gerald Loston, 2 Feb 1989, Kansas City
Benedict Hailey Brindley, 25 Sep 1950, Washington
Esta Genevieve Crossley, 21 Aug 2004, Belden
Tonita Marielle Axe, 13 Aug 1940, Tulsa
Adriene Carol Vitaniemi, 13 May 1921, West Palm Beach
Sierra Henry Croman, 10 Jan 1924, Brookpark
Ernest Giuseppina Duderstadt, 7 Dec 1952, Belgrade Lakes
Julieann Denis Rekemeyer, 20 Aug 2010, Brigham City
Rick Trevor Stavinoha, 8 Aug 1938, Hudson
Angel Claretha Guidos, 18 Aug 2000, South Londonderr
